"plugin_name","plugin_author","num_downloads","description","repo_url"
"Amazing Marvin","By Shirayuki Nekomata","1,073 downloads","A simple plugin to help getting data from Amazing Marvin.","https://github.com/ikuyarihS/obsidian-amazingmarvin-plugin"
"Sync Google Calendar","By Dexin Qi","867 downloads","Synchronize events from Google Calendar and manage them like tasks.","https://github.com/dexin-qi/obsidian-sync-calendar"
"Linter","By Victor Tao","205,684 downloads","Formats and styles your notes. It can be used to format YAML tags, aliases, arrays, and metadata; footnotes; headings; spacing; math blocks; regular Markdown contents like list, italics, and bold styles; and more with the use of custom rule options as well.","https://github.com/platers/obsidian-linter"
"Apple Reminders","By Rishi Raval","4,704 downloads","Attempt to bring Apple Reminders into Obsidian.","https://github.com/urishiraval/obsidian-apple-reminders-plugin"
"Dynbedded","By Marcus Breiden","759 downloads","Dynamic embeds for Obsidian.","https://github.com/MMoMM-org/obsidian-dynbedded"
"Text Snippets","By Ariana Khitrova","19,694 downloads","Snippets for faster typing. Allows you to replace text templates, create your own, and expand text shortcuts.","https://github.com/ArianaKhit/text-snippets-obsidian"
"RTL Support","By esm","14,812 downloads","Right to Left (RTL) text direction support for languages like Arabic, Hebrew and Farsi.","https://github.com/esm7/obsidian-rtl"
"Icons","By Camillo Visini","56,086 downloads","Add icons to your notes.","https://github.com/visini/obsidian-icons-plugin"
"Zen","By Maxymillion","1,510 downloads","A focus mode Obsidian plugin.","https://github.com/Maxymillion/zen"
"Timelines","By darakah","48,709 downloads","Create a timeline view of all notes with the specified combination of tags.","https://github.com/Darakah/obsidian-timelines"
"Obsidian OCR","By Jonas Mohr","5,251 downloads","Use optical character recognition to search for text in you images and PDFs.","https://github.com/MohrJonas/obsidian-ocr"
"LaTeX to Unicode converter","By fjdu","445 downloads","Convert LaTeX commands into unicode sqeuences.","https://github.com/fjdu/obsidian-latex-unicode"
"Hide Folders","By JonasDoesThings","654 downloads","Quickly toggle the visibility of specific folders in the file navigator based on configured names. Useful for hiding attachment folders.","https://github.com/JonasDoesThings/obsidian-hide-folders"
"Note aliases","By Pulsovi","1,024 downloads","Manage aliases of notes in Obsidian.","https://github.com/pulsovi/obsidian-note-aliases"
"Grandfather","By Danny Hernandez","3,468 downloads","A simple plugin to display the time and date on the status bar.","https://github.com/noatpad/obsidian-grandfather"
"Quick Explorer","By PJ Eby","65,846 downloads","Perform file explorer operations (and see your current file path) from the title bar, using the mouse or keyboard","https://github.com/pjeby/quick-explorer"
"Silicon AI","By deepfates","639 downloads","Add some intelligence to your notes with Silicon AI","https://github.com/deepfates/silicon"
"GPT-LiteInquirer","By ittuann","1,085 downloads","Experience OpenAI ChatGPT assistance directly within Obsidian, drafting content without interrupting your creative flow.","https://github.com/ittuann/obsidian-gpt-liteinquirer-plugin"
"Day and Night","By Kevin Patel","1,980 downloads","Automatically toggle themes between day theme and night theme on a set time schedule.","https://github.com/CyberT17/obsidian-day-and-night"
"Front Matter Title","By Snezhig","14,362 downloads","Lets you define a title in frontmatter to be displayed as the filename.","https://github.com/snezhig/obsidian-front-matter-title"
"Open Gate","By DuocNV","7,496 downloads","Embed any website to Obsidian, from now all, you have anything you need in one place.","https://github.com/nguyenvanduocit/obsidian-open-gate"
"Fleeting Notes Sync","By Matthew Wong","16,735 downloads","Sync Fleeting Notes with Obsidian.","https://github.com/fleetingnotes/fleeting-notes-obsidian"
"Wielder","By victorb","556 downloads","Clojure/ClojureScript inside your Obsidian documents!","https://github.com/victorb/obsidian-wielder"
"SupSub","By Wjgoarxiv","427 downloads","Easily format superscripts and subscripts in your notes.","https://github.com/wjgoarxiv/obsidian-supsub"
"Code Editor Shortcuts","By Tim Hor","20,706 downloads","Add keyboard shortcuts (hotkeys) commonly found in code editors such as Visual Studio Code (VS Code) or Sublime Text.","https://github.com/timhor/obsidian-editor-shortcuts"
"Pane Relief","By PJ Eby","72,528 downloads","Per-pane history, hotkeys for pane movement + navigation, and more.","https://github.com/pjeby/pane-relief"
"Open Plugin Settings","By Mara-Li","407 downloads","Create a command to open a specified plugin settings.","https://github.com/lisandra-dev/open-plugin-settings-commands"
"Media Extended BiliBili Plugin","By AidenLx","27,204 downloads","Add advanced bilibili videos support for Media Extended plugin.","https://github.com/aidenlx/mx-bili-plugin"
"Safe Filename Linter","By sneaky-foxes","143 downloads","Lints filenames for invalid or troublesome characters","https://github.com/sneaky-foxes/obsidian-safe-filename-linter"
"Vault Changelog","By Badr Bouslikhin","5,349 downloads","Maintain a changelog of recently edited files in your vault.","https://github.com/badrbouslikhin/obsidian-vault-changelog"
"Unfilled Stats Highlighter","By Zachary Hynes","294 downloads","Streamline your stat/habit tracking process by automatically identifying and prefixing unfilled stats, making them easier to spot and fill out.","https://github.com/White7292/obsidian-hd-unfilled-stats-highlighter"
"Markdown Blogger","By Alexa Fazio","325 downloads","Allows developers to push markdown notes to their local blog, portfolio, or static site. Works with Astro.js, Next.js, and any other framework configured to render markdown pages.","https://github.com/afazio1/obsidian-markdown-blogger"
"ibook","By bingryan","5,696 downloads","Export your Apple iBook hightlights and annotations into your Obsidian vault.","https://github.com/bingryan/obsidian-ibook-plugin"
"Import/Export TiddlyWiki","By Lucas Bordeau","399 downloads","Import and export TiddlyWiki from and to Obsidian.","https://github.com/lucasbordeau/obsidian-tiddlywiki"
"Map of Content","By Robin Haupt","22,611 downloads","Automatically generate a Map of Content for your vault.","https://github.com/Robin-Haupt-1/Obsidian-Map-of-Content"
"Easy toggle sidebars","By 1C0D","2,674 downloads","toggle both sidebars (double middle mouse click or own shortcut) or each sidebar clicking middle mouse button and moving mouse towards the corresponding sidebar.","https://github.com/1C0D/obsidian-easy-toggle-sidebars"
"Extract url content","By Stephen Solka","15,915 downloads","Extract URL converting content into Markdown.","https://github.com/trashhalo/obsidian-extract-url"
"Colored Tags","By Pavel Frankov","2,032 downloads","Colorizes tags in different colors. The color depends on the tag content. Colors of nested tags are mixed with parent tags. Text color contrast is automatically matched to comply with AA level WCAG 2.1.","https://github.com/pfrankov/obsidian-colored-tags"
"Copy as HTML","By Bailey Jennings","15,363 downloads","Converts the selected Markdown to HTML and copies it to the clipboard.","https://github.com/jenningsb2/copy-as-html"
"Calibre","By caronchen","6,415 downloads","Access your Calibre libraries and read books directly in Obsidian.","https://github.com/caronchen/obsidian-calibre-plugin"
"Comments","By darakah","10,977 downloads","Add, track and easily navigate between a note's comments.","https://github.com/Darakah/obsidian-comments-plugin"
"Canvas Mindmap","By Boninall","14,743 downloads","Make your canvas work like a mindmap.","https://github.com/Quorafind/Obsidian-Canvas-MindMap"
"Raindrop Highlights","By kaiiiz","7,965 downloads","Sync your Raindrop.io highlights.","https://github.com/kaiiiz/obsidian-raindrop-highlights-plugin"
"Readwise Mirror","By jsonmartin","3,508 downloads","Mirror your Readwise library directly into an Obsidian vault.","https://github.com/jsonMartin/readwise-mirror"
"YouHaveBeenStaring","By Felix Almer","1,678 downloads","Tells you in the status bar for how long you've been staring at your Obsidian vault. Well - at least how long your vault is open.","https://github.com/fxal/obsidian-youhavebeenstaring-plugin"
"Cryptsidian","By triumphantomato","5,747 downloads","Encrypt all files in your Obsidian vault with a password.","https://github.com/triumphantomato/cryptsidian"
"Hotkeys for templates","By Vinzent","15,374 downloads","Add commands to insert specific templates with a hotkey.","https://github.com/Vinzent03/obsidian-hotkeys-for-templates"
"Better PDF Plugin","By MSzturc","36,871 downloads","Insert, scale, rotate and cut-out PDF pages into your notes.","https://github.com/MSzturc/obsidian-better-pdf-plugin"
"External Link Opener","By zorazrr","793 downloads","Open external links within Obsidian using a modal or a tab.","https://github.com/zorazrr/obsidian-link-opener"
"Terminal","By polyipseity","9,223 downloads","Integrate consoles, shells, and terminals inside Obsidian.","https://github.com/polyipseity/obsidian-terminal"
"Simple Embeds","By Sam Warnick","41,917 downloads","Replace Twitter and YouTube links with embeds when previewing a file.","https://github.com/samwarnick/obsidian-simple-embeds"
"Local images","By catalysm, aleksey-rezvov","21,856 downloads","Local Images plugin finds all links to external images in your notes, then downloads and saves images locally, and finally adjusts the image links in your notes to point to the saved image files.","https://github.com/aleksey-rezvov/obsidian-local-images"
"Markdown Table Editor","By Ganessh Kumar R P","39,945 downloads","Provides an editor for Markdown tables. It can open CSV, Microsoft Excel/Google Sheets data as Markdown tables from Obsidian Markdown editor.","https://github.com/ganesshkumar/obsidian-table-editor"
"Limelight","By Scott Mikula","1,879 downloads","Spotlight your active pane.","https://github.com/smikula/obsidian-limelight"
"Confluence Integration","By andymac4182","1,654 downloads","Publish markdown content from Obsidian to Atlassian Confluence. It supports some Obsidian markdown extensions for richer content.","https://github.com/markdown-confluence/obsidian-integration"
"RunJS","By eoureo","217 downloads","RunJS is a plugin for running JavaScript code in Obsidian (https://obsidian.md).","https://github.com/eoureo/obsidian-runjs"
"Admonition","By Jeremy Valentine","471,933 downloads","Admonition block-styled content for Obsidian.","https://github.com/javalent/admonitions"
"Douban","By Wanxp","5,024 downloads","Import movies/books/musics/notes/games info data from Douban for Obsidian.","https://github.com/Wanxp/obsidian-douban"
"Contextual Comments","By 1C0D","847 downloads","General comments or langage related (in code blocks) + 2 commands trim end lines (all doc/code blocks).","https://github.com/1C0D/Obsidian-Contextual-Comments"
"Luhman","By Dylan Elliott","7,346 downloads","Commands for handling a zettelkasten with Luhman-style IDs as filenames.","https://github.com/Dyldog/luhman-obsidian-plugin"
"Prioritize","By EloiMusk","614 downloads","Prioritize your tasks and notes in Obsidian.","https://github.com/EloiMusk/obsidian-prio-plugin"
